recipe_name,aggregateRating,flavors,willMakeAgainPct,reviewsCount,url
Marzipan-Topped Strawberry Layer Cake,3.47,['brandy' 'chocolate' 'pistachio' 'strawberry' 'vanilla'],75,14,/recipes/food/views/marzipan-topped-strawberry-layer-cake-1865
Orange-Caramel Nut Sundaes,1.0,['hazelnut' 'orange' 'vanilla'],0,1,/recipes/food/views/orange-caramel-nut-sundaes-1729
Chocolate Chestnut Torte,3.42,['chestnut' 'chocolate' 'rum'],82,13,/recipes/food/views/chocolate-chestnut-torte-13203
Rice Pudding with Cranberry Walnut Sauce,0.0,['lemon' 'raisin' 'vanilla' 'walnut'],0,0,/recipes/food/views/rice-pudding-with-cranberry-walnut-sauce-10079
Frozen Chocolate Bourbon Parfaits,3.67,['chocolate'],100,3,/recipes/food/views/frozen-chocolate-bourbon-parfaits-11377
Quick Sticky Buns,3.22,['cinnamon' 'lemon' 'walnut'],83,15,/recipes/food/views/quick-sticky-buns-100484
No-Bake Chocolate and Cream Cheese Pie,3.5,['chocolate' 'vanilla'],78,18,/recipes/food/views/no-bake-chocolate-and-cream-cheese-pie-5733
Panna Cotta with Cranberry-Fig Compote,3.5,['vanilla'],100,2,/recipes/food/views/panna-cotta-with-cranberry-fig-compote-5689
Apple Crisps with Dried Cherries and Ginger,3.51,['almond' 'apple' 'cherry' 'cinnamon' 'ginger' 'lemon' 'oat' 'vanilla'],92,47,/recipes/food/views/apple-crisps-with-dried-cherries-and-ginger-100362
Lemon Sauce,2.75,['lemon'],50,4,/recipes/food/views/lemon-sauce-5804
Marbled Pumpkin Cheesecake,3.47,['allspice' 'cinnamon' 'ginger' 'nutmeg' 'pumpkin' 'vanilla'],91,135,/recipes/food/views/marbled-pumpkin-cheesecake-102593
Pineapple-Lemon Mousse,2.86,['lemon' 'pineapple' 'vanilla'],79,14,/recipes/food/views/pineapple-lemon-mousse-3032
Lemon Parfaits with Raspberries,3.17,['lemon' 'raspberry'],92,12,/recipes/food/views/lemon-parfaits-with-raspberries-5642
Blackberry Jam Cake with Caramel Icing,2.8200000000000003,['allspice' 'blackberry' 'cinnamon' 'clove' 'date' 'pecan'],88,17,/recipes/food/views/blackberry-jam-cake-with-caramel-icing-11032
Butterfinger-Chunk Cookies,3.43,['vanilla'],87,54,/recipes/food/views/butterfinger-chunk-cookies-102891
Buttermilk and Honey Sorbet in Grapefruit Cups,2.25,['honey' 'mint' 'sage'],67,3,/recipes/food/views/buttermilk-and-honey-sorbet-in-grapefruit-cups-2074
Crème au Chocolat,3.0,['chocolate'],100,2,/recipes/food/views/creme-au-chocolat-15313
Individual Plum Cobblers with Hazelnut Topping,3.0,['cinnamon' 'hazelnut' 'plum' 'vanilla'],100,1,/recipes/food/views/individual-plum-cobblers-with-hazelnut-topping-2251
Thick Pastry Cream,2.5700000000000003,['vanilla'],57,7,/recipes/food/views/thick-pastry-cream-102826
Ginger Butterscotch Pear Tart,2.83,['cinnamon' 'pear' 'walnut'],60,6,/recipes/food/views/ginger-butterscotch-pear-tart-11309
Roasted Pears with Hazelnut Syrup and Candied Hazelnuts,3.7,['hazelnut' 'lemon' 'pear' 'vanilla'],100,11,/recipes/food/views/roasted-pears-with-hazelnut-syrup-and-candied-hazelnuts-14468
Biddy's Flapjacks,3.25,['hazelnut' 'oat'],67,3,/recipes/food/views/biddys-flapjacks-1828
Pecan Chocolate Tart,3.47,['chocolate' 'pecan' 'rum' 'vanilla'],80,14,/recipes/food/views/pecan-chocolate-tart-11780
Lemon Curd and Blueberry Trifle,3.41,['blueberry' 'lemon' 'vanilla'],84,33,/recipes/food/views/lemon-curd-and-blueberry-trifle-108465
Lebkuchen,3.44,['almond' 'cinnamon' 'clove' 'cocoa' 'ginger' 'hazelnut' 'honey' 'orange'],87,15,/recipes/food/views/lebkuchen-107446
Strawberry-Strawberry Cheesecake,3.24,['almond' 'lemon' 'strawberry' 'vanilla'],80,66,/recipes/food/views/strawberry-strawberry-cheesecake-106342
Pumpkin Spice Pie,3.52,['cinnamon' 'clove' 'maple' 'nutmeg' 'pumpkin' 'vanilla'],86,58,/recipes/food/views/pumpkin-spice-pie-102549
Pineapple Upside-Down Gingerbread Cake,3.2,['cinnamon' 'clove' 'cocoa' 'ginger' 'nutmeg' 'pineapple' 'vanilla'],79,11,/recipes/food/views/pineapple-upside-down-gingerbread-cake-102412
Almond Apricot Biscotti,3.22,['almond' 'apricot' 'vanilla'],88,48,/recipes/food/views/almond-apricot-biscotti-107441
Walnut Spice Cake with Lemon Glaze,3.18,['allspice' 'cinnamon' 'lemon' 'nutmeg' 'vanilla' 'walnut'],90,10,/recipes/food/views/walnut-spice-cake-with-lemon-glaze-108769
Grapefruit Star Anise Granita,3.8,['anise'],100,4,/recipes/food/views/grapefruit-star-anise-granita-106189
Sweet Potato Tart with Pecans and Marshmallows,3.38,"['almond' 'cinnamon' 'ginger' 'marshmallow' 'nutmeg' 'pecan' 'vanilla'
 'yam']",100,12,/recipes/food/views/sweet-potato-tart-with-pecans-and-marshmallows-107339
Apple-Almond Crisp,3.25,['almond' 'apple' 'cinnamon' 'lemon' 'nutmeg' 'vanilla'],94,18,/recipes/food/views/apple-almond-crisp-106228
Five-Spice Roasted Pears with Sesame Seeds,2.4,['lemon' 'pear'],78,9,/recipes/food/views/five-spice-roasted-pears-with-sesame-seeds-105624
Glazed Apples,2.43,['apple'],67,4,/recipes/food/views/glazed-apples-105619
Spiced Bananas,2.0,['banana' 'cardamom' 'cinnamon' 'clove' 'lemon' 'saffron'],0,2,/recipes/food/views/spiced-bananas-102093
Ginger-Orange Stars,3.37,['cinnamon' 'clove' 'ginger' 'nutmeg' 'orange' 'vanilla'],88,24,/recipes/food/views/ginger-orange-stars-106025
Mexican Chocolate Icebox Cake,3.54,['chocolate' 'cinnamon' 'vanilla'],92,78,/recipes/food/views/mexican-chocolate-icebox-cake-101955
Chocolate Pudding,3.44,['chocolate' 'vanilla'],90,77,/recipes/food/views/chocolate-pudding-15766
Gingered Pear Pie with Golden Raisins,3.53,['cinnamon' 'ginger' 'lemon' 'nutmeg' 'pear' 'raisin' 'vanilla'],100,15,/recipes/food/views/gingered-pear-pie-with-golden-raisins-2693
Meringue Hearts with Mint Ice Cream and Fudge Sauce,3.25,['chocolate' 'vanilla'],33,3,/recipes/food/views/meringue-hearts-with-mint-ice-cream-and-fudge-sauce-1163
Baked Rhubarb with Raspberries,3.33,['raspberry' 'rhubarb' 'vanilla'],67,3,/recipes/food/views/baked-rhubarb-with-raspberries-12293
Pumpkin Chiffon Pie with Gingersnap Pecan Crust,3.43,['cinnamon' 'ginger' 'nutmeg' 'pecan' 'pumpkin' 'rum'],81,59,/recipes/food/views/pumpkin-chiffon-pie-with-gingersnap-pecan-crust-10807
Lemon Cupcakes with Lemon Cream,2.69,['lemon'],69,30,/recipes/food/views/lemon-cupcakes-with-lemon-cream-14072
Fresh Ginger and Citrus Sorbet,3.64,['ginger' 'lemon' 'lime' 'mint'],100,24,/recipes/food/views/fresh-ginger-and-citrus-sorbet-5201
Apple Cinnamon Pie with Vanilla Ice Cream,3.23,['apple' 'cinnamon' 'honey' 'vanilla'],83,21,/recipes/food/views/apple-cinnamon-pie-with-vanilla-ice-cream-2594
"Brandied Pear, Prune and Fig Pie",3.63,['brandy' 'cinnamon' 'fig' 'pear'],100,7,/recipes/food/views/brandied-pear-prune-and-fig-pie-2625
Chocolate-Bourbon Tart with Currants and Orange Custard Sauce,3.78,['chocolate' 'nutmeg' 'orange'],100,14,/recipes/food/views/chocolate-bourbon-tart-with-currants-and-orange-custard-sauce-2622
Tandy Cake Moss,3.18,['chocolate' 'peanut' 'vanilla'],88,7,/recipes/food/views/tandy-cake-moss-14029
Almond Praline Butter,3.5,['almond'],100,2,/recipes/food/views/almond-praline-butter-14028
Bittersweet Chocolate Pecan Bourbon Cake,3.27,['chocolate' 'pecan'],89,9,/recipes/food/views/bittersweet-chocolate-pecan-bourbon-cake-12146
Fried Banana Ravioli with Vanilla Custard Sauce,3.65,['banana' 'graham_cracker' 'pecan' 'vanilla' 'walnut'],98,48,/recipes/food/views/fried-banana-ravioli-with-vanilla-custard-sauce-15601
Poached Pears in Red Wine with Anise and Lemon,3.38,['lemon' 'pear' 'vanilla'],88,8,/recipes/food/views/poached-pears-in-red-wine-with-anise-and-lemon-5205
Pear and Pistachio Puff Pastry Tartlets,3.67,['mint' 'pear' 'pistachio' 'vanilla'],100,6,/recipes/food/views/pear-and-pistachio-puff-pastry-tartlets-2634
Apricot-Cream Cheese Tartlets in Macadamia Crust,3.0,['apricot' 'vanilla'],100,1,/recipes/food/views/apricot-cream-cheese-tartlets-in-macadamia-crust-2296
Blueberry-White Chocolate Mousse Tart,3.79,['blueberry' 'chocolate' 'lemon'],90,20,/recipes/food/views/blueberry-white-chocolate-mousse-tart-2297
Pineapple Ice-Cream Cake with Coconut Topping,0.0,['coconut' 'pineapple' 'vanilla'],0,0,/recipes/food/views/pineapple-ice-cream-cake-with-coconut-topping-11976
Nougat Noir,2.5,['almond' 'honey'],100,5,/recipes/food/views/nougat-noir-15553
Chocolate Prune Armagnac Ice Cream,0.0,['chocolate' 'vanilla'],0,0,/recipes/food/views/chocolate-prune-armagnac-ice-cream-10247
Raspberry Cheesecake Brownies,3.21,['chocolate' 'lemon' 'raspberry' 'vanilla'],89,81,/recipes/food/views/raspberry-cheesecake-brownies-11839
Quince in Syrup,3.33,['cinnamon' 'clove' 'rosemary'],100,3,/recipes/food/views/quince-in-syrup-15416
Coconut-Blueberry Cake,2.33,['blueberry' 'coconut' 'lemon' 'vanilla'],67,3,/recipes/food/views/coconut-blueberry-cake-944
Caramel Apple Shortcakes,3.33,['apple' 'lemon' 'vanilla'],100,3,/recipes/food/views/caramel-apple-shortcakes-13315
Maple Walnut Coffeecake,3.08,['cinnamon' 'maple' 'vanilla' 'walnut'],73,12,/recipes/food/views/maple-walnut-coffeecake-13304
Strawberry-Topped Cheesecake with Graham Cracker Crust,3.76,['graham_cracker' 'lemon' 'raspberry' 'strawberry' 'vanilla'],95,150,/recipes/food/views/strawberry-topped-cheesecake-with-graham-cracker-crust-4655
Peanut Butter and Jelly Cookies,2.5700000000000003,['grape' 'peanut' 'vanilla'],78,18,/recipes/food/views/peanut-butter-and-jelly-cookies-12033
Fried Pastry Rings,3.5,['cinnamon' 'lemon'],100,1,/recipes/food/views/fried-pastry-rings-106385
Old-Fashioned Gingerbread,3.09,['cinnamon' 'clove' 'ginger'],82,11,/recipes/food/views/old-fashioned-gingerbread-106379
Summer-Fruit Shortcake with Mascarpone,3.5700000000000003,['mascarpone' 'peach' 'plum' 'raspberry' 'vanilla'],92,13,/recipes/food/views/summer-fruit-shortcake-with-mascarpone-101952
No-Bake Apple Ice Cream Pie,3.41,['apple' 'caramel' 'graham_cracker' 'lemon' 'pecan' 'vanilla'],89,19,/recipes/food/views/no-bake-apple-ice-cream-pie-107349
Mocha Layer Cake with Chocolate-Rum Cream Filling,3.35,['chocolate' 'cocoa' 'coffee' 'rum' 'vanilla'],88,78,/recipes/food/views/mocha-layer-cake-with-chocolate-rum-cream-filling-106023
Apple and Calvados Tart,3.73,['apple' 'lemon'],96,53,/recipes/food/views/apple-and-calvados-tart-107610
Dark Chocolate Shortbread,2.93,['cocoa' 'vanilla'],52,22,/recipes/food/views/dark-chocolate-shortbread-107451
Cardamom-Almond Custard,3.5,['almond' 'cardamom' 'honey'],92,14,/recipes/food/views/cardamom-almond-custard-100678
Walnut Snowballs,2.88,['brandy' 'clove' 'vanilla' 'walnut'],77,23,/recipes/food/views/walnut-snowballs-106028
Chile Brownies,2.5,['chocolate'],67,17,/recipes/food/views/chile-brownies-107236
"Mango, Blueberry, and Ginger Fruit Salad",3.37,['blueberry' 'ginger' 'lime' 'mango'],91,45,/recipes/food/views/mango-blueberry-and-ginger-fruit-salad-108402
Chocolate Cherry Cake Squares,3.29,['almond' 'cherry' 'chocolate' 'cocoa' 'vanilla'],79,36,/recipes/food/views/chocolate-cherry-cake-squares-108368
Lydia's Austrian Raspberry Shortbread,3.5,['raspberry'],89,37,/recipes/food/views/lydias-austrian-raspberry-shortbread-102963
Jumbleberry Pie (Summer Berry Pie),3.16,['blackberry' 'blueberry' 'cinnamon' 'lemon' 'nutmeg' 'peach' 'raspberry'],79,29,/recipes/food/views/jumbleberry-pie-summer-berry-pie-12349
Spice Cake with Blackberry Filling and Cream Cheese Frosting,3.5700000000000003,['allspice' 'blackberry' 'cinnamon' 'ginger' 'nutmeg' 'vanilla'],89,89,/recipes/food/views/spice-cake-with-blackberry-filling-and-cream-cheese-frosting-105326
Orange Tart with Orange Cream and Pistachios,2.88,['orange' 'pistachio' 'vanilla'],50,9,/recipes/food/views/orange-tart-with-orange-cream-and-pistachios-107385
Chocolate-Peppermint Ice Cream Cake,3.62,['chocolate' 'vanilla'],91,76,/recipes/food/views/chocolate-peppermint-ice-cream-cake-108968
Crepes with Caramel Sauce and Toasted Pecans,4.0,['brandy' 'pecan'],100,12,/recipes/food/views/crepes-with-caramel-sauce-and-toasted-pecans-108071
Apricot and Chocolate Bavarois,2.75,['apricot' 'chocolate' 'lemon'],50,4,/recipes/food/views/apricot-and-chocolate-bavarois-106597
"Chocolate, Almond, and Dried Cranberry Biscotti",2.45,['almond' 'chocolate' 'cocoa' 'cranberry' 'vanilla'],60,11,/recipes/food/views/chocolate-almond-and-dried-cranberry-biscotti-104737
Roasted Apricot Sorbet,3.71,['almond' 'apricot' 'lemon'],93,15,/recipes/food/views/roasted-apricot-sorbet-106599
Lemon Shortbread Bars,2.97,['lemon'],78,29,/recipes/food/views/lemon-shortbread-bars-103795
Mango-Pineapple Tart with Macadamia Nut Crust,3.6,['almond' 'apricot' 'mango' 'pineapple' 'rum' 'vanilla'],89,10,/recipes/food/views/mango-pineapple-tart-with-macadamia-nut-crust-108261
Blackberry-Mint Syrup,2.0,['blackberry' 'mint'],100,1,/recipes/food/views/blackberry-mint-syrup-103800
Christmas Croissant Pudding with Sour Cream and Brown Sugar Sauce,3.0,['almond' 'brandy' 'cinnamon' 'lemon' 'nutmeg' 'orange' 'raisin' 'vanilla'],88,7,/recipes/food/views/christmas-croissant-pudding-with-sour-cream-and-brown-sugar-sauce-108980
Sweet Fritters with Cinnamon-Orange Syrup,3.3,['cinnamon' 'orange'],100,10,/recipes/food/views/sweet-fritters-with-cinnamon-orange-syrup-108040
Caramelized Peach Upside-Down Cake,2.9,['almond' 'peach'],81,15,/recipes/food/views/caramelized-peach-upside-down-cake-109758
Plum Cobbler with Cinnamon Biscuits,3.41,['cinnamon' 'plum' 'vanilla'],92,34,/recipes/food/views/plum-cobbler-with-cinnamon-biscuits-109806
Candied Kumquat and Ricotta Tart,3.18,['fennel' 'ricotta'],73,13,/recipes/food/views/candied-kumquat-and-ricotta-tart-107772
Lime Sugar,3.0,['lime'],100,3,/recipes/food/views/lime-sugar-103699
Hazelnut Cream Torte (Torta 'i Crema 'i Nuciddi),3.75,['chocolate' 'hazelnut' 'vanilla'],100,3,/recipes/food/views/hazelnut-cream-torte-em-torta-i-crema-i-nuciddi-em-103081
Lemon Tea Cakes,3.38,['lemon'],88,9,/recipes/food/views/lemon-tea-cakes-101801
Snickers Cake,3.42,['chocolate' 'peanut' 'vanilla'],83,12,/recipes/food/views/snickers-cake-2750
Snowdrop Brownies,3.44,['chocolate' 'cocoa' 'vanilla'],93,16,/recipes/food/views/snowdrop-brownies-1319
Gingered Lemon Meringue Pie,3.17,['ginger' 'lemon' 'vanilla'],75,5,/recipes/food/views/gingered-lemon-meringue-pie-1583
Sherry Crema Catalana Ice Cream with Honeyed Figs,2.9,['cinnamon' 'fig' 'honey' 'lemon' 'orange'],90,11,/recipes/food/views/sherry-crema-catalana-ice-cream-with-honeyed-figs-103209
Plum Tart with Marzipan Crumble,3.71,['almond' 'plum'],100,38,/recipes/food/views/plum-tart-with-marzipan-crumble-103654
Strawberry Napoleons,3.63,['almond' 'strawberry'],88,7,/recipes/food/views/strawberry-napoleons-103410
Sweet Matzo and Cottage-Cheese Pudding,3.33,['cinnamon' 'pecan' 'raisin'],75,8,/recipes/food/views/sweet-matzo-and-cottage-cheese-pudding-103340
Sweet Yogurt Cheese with Minted Strawberries,3.45,['mint' 'strawberry' 'vanilla'],71,6,/recipes/food/views/sweet-yogurt-cheese-with-minted-strawberries-103346
Jellied Quinces and Manchego Cheese,0.0,['apple' 'ginger' 'lemon'],0,0,/recipes/food/views/jellied-quinces-and-manchego-cheese-104442
Individual Blueberry-Coconut Pound Cakes,3.33,['blueberry' 'coconut' 'lime'],87,30,/recipes/food/views/individual-blueberry-coconut-pound-cakes-103406
Lemon Meringue Pie with Hazelnut Shortbread Crust,3.44,['hazelnut' 'lemon'],85,40,/recipes/food/views/lemon-meringue-pie-with-hazelnut-shortbread-crust-103378
Ginger Souffles with Chocolate Sabayon,0.0,['chocolate' 'ginger' 'lime'],0,0,/recipes/food/views/ginger-souffles-with-chocolate-sabayon-5345
White Chocolate Whipped Cream,2.94,['chocolate'],54,14,/recipes/food/views/white-chocolate-whipped-cream-103296
Lime Sorbets,3.5,['lime'],50,2,/recipes/food/views/lime-sorbets-14157
Raspberry Swirl Cookies,3.08,['coconut' 'raspberry' 'vanilla' 'walnut'],78,10,/recipes/food/views/raspberry-swirl-cookies-109077
Apple Betty Squares,3.59,['apple'],93,49,/recipes/food/views/apple-betty-squares-103854
Strawberry Icebox Pie with Almond Crust,2.95,['almond' 'graham_cracker' 'lemon' 'orange' 'strawberry'],80,75,/recipes/food/views/strawberry-icebox-pie-with-almond-crust-107954
Warm Chocolate Cake with Whipped Cream,3.79,['chocolate'],97,74,/recipes/food/views/warm-chocolate-cake-with-whipped-cream-103936
Banana Orange Crepes,3.79,['banana' 'cinnamon' 'orange' 'pecan'],100,23,/recipes/food/views/banana-orange-crepes-109044
Chocolate-Cranberry Torte,3.72,['chocolate' 'cranberry' 'mint' 'raspberry'],90,148,/recipes/food/views/chocolate-cranberry-torte-108967
Meringue,2.0,['almond' 'vanilla'],67,4,/recipes/food/views/meringue-105054
Strawberry-Orange Ricotta Cake with Pistachios,2.83,"['chocolate' 'orange' 'pistachio' 'raspberry' 'ricotta' 'strawberry'
 'vanilla']",80,5,/recipes/food/views/strawberry-orange-ricotta-cake-with-pistachios-107948
Vanilla Panna Cotta with Mixed-Berry Compote,3.81,['strawberry' 'vanilla'],96,55,/recipes/food/views/vanilla-panna-cotta-with-mixed-berry-compote-106858
Bada Bing Cherry Pie,2.96,['almond' 'cherry' 'cinnamon' 'lemon' 'orange'],70,25,/recipes/food/views/bada-bing-cherry-pie-106716
Fuji Apple Tarte Tatin,3.46,['apple'],88,7,/recipes/food/views/fuji-apple-tarte-tatin-103811
Mango Daiquiri Ice Pops,3.5,['lime' 'mango' 'rum'],67,4,/recipes/food/views/mango-daiquiri-ice-pops-103742
Rhubarb Streusel Cakes,3.31,['cinnamon' 'rhubarb' 'vanilla'],92,27,/recipes/food/views/rhubarb-streusel-cakes-108008
Peach Melba Cream Cake,3.17,['lemon' 'peach' 'raspberry' 'vanilla'],83,6,/recipes/food/views/peach-melba-cream-cake-106720
Chocolate Cranachan,3.33,['chocolate' 'hazelnut' 'oat' 'whiskey'],83,7,/recipes/food/views/chocolate-cranachan-109499
Halvah,2.5,['cinnamon' 'walnut'],50,4,/recipes/food/views/halvah-40004
Gingerbread Cookies and Citrus Sugar Cookies,3.07,['cinnamon' 'clove' 'ginger' 'lemon' 'orange'],82,78,/recipes/food/views/gingerbread-cookies-and-citrus-sugar-cookies-103110
Lemon Syrup Cake with Berries and Lemon-Curd Cream,3.36,['lemon' 'mint' 'strawberry'],84,40,/recipes/food/views/lemon-syrup-cake-with-berries-and-lemon-curd-cream-109495
Pineapple Ice Cream,3.0,['pineapple' 'vanilla'],67,3,/recipes/food/views/pineapple-ice-cream-109472
Decadent Fudge Brownies,3.66,['cocoa' 'coffee' 'walnut'],91,76,/recipes/food/views/decadent-fudge-brownies-109183
Tropical Cheesecake with Coconut Shortbread Crust,3.5,['coconut' 'ricotta' 'vanilla'],83,6,/recipes/food/views/tropical-cheesecake-with-coconut-shortbread-crust-109277
Apple Prune Brown Betty,1.67,['apple' 'cinnamon' 'lemon' 'plum'],67,3,/recipes/food/views/apple-prune-brown-betty-109129
Molasses Spice Leaves,3.76,['allspice' 'cardamom' 'cinnamon' 'ginger' 'vanilla' 'walnut'],100,10,/recipes/food/views/molasses-spice-leaves-2861
Tiramisu Wedding Cake with Mixed Berries,3.69,['almond' 'chocolate' 'coffee' 'mint' 'strawberry' 'vanilla'],91,79,/recipes/food/views/tiramisu-wedding-cake-with-mixed-berries-289
Brandied Pumpkin Pie,3.41,['brandy' 'cinnamon' 'ginger' 'pumpkin'],82,28,/recipes/food/views/brandied-pumpkin-pie-13329
Café con Leche and Chocolate Cheesecake,3.76,['chocolate' 'coffee' 'vanilla'],94,34,/recipes/food/views/cafe-con-leche-and-chocolate-cheesecake-1894
Oatmeal Praline Ice Cream Terrine,0.0,['oat' 'vanilla'],0,0,/recipes/food/views/oatmeal-praline-ice-cream-terrine-4091
Open-Faced Apricot Pie,3.0,['apricot' 'raspberry'],60,4,/recipes/food/views/open-faced-apricot-pie-101865
Watermelon and Mango with Lime,3.67,['lime' 'mango'],100,18,/recipes/food/views/watermelon-and-mango-with-lime-105441
Hungarian Seven-Layer Cake (Dobostorte),3.56,['cocoa' 'rum' 'vanilla'],83,20,/recipes/food/views/hungarian-seven-layer-cake-em-dobostorte-em-104023
Affogato al Caffè,3.0,['cocoa' 'coffee' 'vanilla'],100,1,/recipes/food/views/affogato-al-caffe-107543
Caramelized Chestnuts,2.0,['chestnut'],33,3,/recipes/food/views/caramelized-chestnuts-107433
Caramelized Chestnuts,3.0,['chestnut'],100,0,/recipes/food/views/caramelized-chestnuts-14444
Chocolate-Mint Truffle Cups,3.63,['chocolate'],100,5,/recipes/food/views/chocolate-mint-truffle-cups-107518
"Strawberry, Citrus, and Champagne Granita",4.0,['champagne' 'lemon' 'orange' 'strawberry'],100,8,/recipes/food/views/strawberry-citrus-and-champagne-granita-105391
Nectarine and Blackberry Cobbler,3.25,['blackberry'],88,14,/recipes/food/views/nectarine-and-blackberry-cobbler-108192
Caramelized Figs with Raspberry Coulis and Yogurt,2.25,['fig' 'raspberry' 'vanilla'],75,4,/recipes/food/views/caramelized-figs-with-raspberry-coulis-and-yogurt-103827
Strawberries Dusted with Cardamom Sugar,3.36,['cardamom' 'mint' 'orange' 'strawberry'],100,12,/recipes/food/views/strawberries-dusted-with-cardamom-sugar-104977
Jam Tarts (Tartes de Confiture),3.43,['lemon' 'raspberry'],100,8,/recipes/food/views/jam-tarts-tartes-de-confiture-104773
Coconut Bundt Cake with Powdered-Sugar Glaze,3.22,['coconut' 'vanilla'],88,72,/recipes/food/views/coconut-bundt-cake-with-powdered-sugar-glaze-104038
Malasadas,4.0,['vanilla'],100,5,/recipes/food/views/malasadas-103930
Basil Lime Syrup,3.55,['basil' 'lime'],67,10,/recipes/food/views/basil-lime-syrup-107041
Banana-Pineapple Layer Cake with Cream Cheese Frosting,3.5,['banana' 'cinnamon' 'pecan' 'pineapple' 'vanilla'],95,61,/recipes/food/views/banana-pineapple-layer-cake-with-cream-cheese-frosting-105182
Florentine Carnival Cake (Schiacciata alla Fiorentina),2.4,['cinnamon' 'orange'],67,4,/recipes/food/views/florentine-carnival-cake-em-schiacciata-alla-fiorentina-em-103094
Giant Chocolate-Toffee Cookies,3.61,['chocolate' 'vanilla' 'walnut'],89,554,/recipes/food/views/giant-chocolate-toffee-cookies-103095
Maghrebi Sweet Couscous (Seffa),0.0,['cinnamon' 'orange'],0,0,/recipes/food/views/maghrebi-sweet-couscous-seffa-104020
Caramelized-Nectarine and Ginger Shortcakes with Sour Cream,2.75,['ginger' 'lemon'],100,4,/recipes/food/views/caramelized-nectarine-and-ginger-shortcakes-with-sour-cream-105177
Red Wine and Pear Brioche Tart,3.4,['pear'],80,4,/recipes/food/views/red-wine-and-pear-brioche-tart-104047
Caramel-Pistachio Torte with Halvah and Dark Chocolate,3.83,['chocolate' 'pistachio'],85,35,/recipes/food/views/caramel-pistachio-torte-with-halvah-and-dark-chocolate-109593
Vanilla Petits Fours with Raspberry Filling and Marzipan,3.33,['raspberry' 'vanilla'],67,8,/recipes/food/views/vanilla-petits-fours-with-raspberry-filling-and-marzipan-109603
Country Rhubarb Cake,3.35,['rhubarb' 'vanilla' 'whiskey'],87,39,/recipes/food/views/country-rhubarb-cake-109232
Ginger-Lime Coconut Cake with Marshmallow Frosting,3.23,['coconut' 'ginger' 'lime' 'vanilla'],82,40,/recipes/food/views/ginger-lime-coconut-cake-with-marshmallow-frosting-109595
Grapefruit Sabayon Gratin,3.67,['orange'],100,6,/recipes/food/views/grapefruit-sabayon-gratin-109136
Chocolate Fudge Cake,3.33,['chocolate' 'cocoa' 'vanilla'],76,50,/recipes/food/views/chocolate-fudge-cake-109712
Grilled Pineapple Tart with Raspberries and Chipotle Cream,3.0,['apple' 'graham_cracker' 'lime' 'pineapple' 'raspberry'],67,15,/recipes/food/views/grilled-pineapple-tart-with-raspberries-and-chipotle-cream-109553
Cherries in the Snow,3.3,['almond' 'cherry'],89,9,/recipes/food/views/cherries-in-the-snow-109132
Quick Apple Tart,3.63,['apple' 'apricot' 'cinnamon'],95,39,/recipes/food/views/quick-apple-tart-109284
Honeyed Panna Cotta with Dried Figs and Sauternes,3.09,['fig' 'honey' 'vanilla'],91,12,/recipes/food/views/honeyed-panna-cotta-with-dried-figs-and-sauternes-104606
Coffee Dacquoise Hearts,4.0,['hazelnut' 'raspberry'],100,3,/recipes/food/views/coffee-dacquoise-hearts-104656
Almond-Raspberry Clafoutis with Vanilla Ice Cream,3.0,['almond' 'orange' 'raspberry' 'vanilla'],100,1,/recipes/food/views/almond-raspberry-clafoutis-with-vanilla-ice-cream-103282
Lime Sugar Cookies,3.27,['lime' 'vanilla'],90,32,/recipes/food/views/lime-sugar-cookies-103690
Cognac Syrup,4.0,['brandy' 'orange'],100,2,/recipes/food/views/cognac-syrup-104408
Lime Mousse Cake,3.73,['chocolate' 'lime'],91,124,/recipes/food/views/lime-mousse-cake-103648
Maida Heatter's Chocolate Cookies with Gin-Soaked Raisins,3.38,['cocoa' 'pecan' 'raisin' 'vanilla'],79,39,/recipes/food/views/maida-heatters-chocolate-cookies-with-gin-soaked-raisins-104420
Eton Mess,3.5700000000000003,['strawberry'],71,7,/recipes/food/views/eton-mess-103204
Double Chocolate Torte,3.83,['chocolate' 'raspberry' 'vanilla'],93,240,/recipes/food/views/double-chocolate-torte-104512
Frozen Blackberry and Meringue Torte,3.0,['blackberry'],100,3,/recipes/food/views/frozen-blackberry-and-meringue-torte-103298
Blood Orange Tart with Cardamom Pastry Cream,3.19,['apricot' 'cardamom' 'orange' 'vanilla'],83,20,/recipes/food/views/blood-orange-tart-with-cardamom-pastry-cream-104613
Berry Squares,3.04,['blueberry' 'oat' 'orange'],81,27,/recipes/food/views/berry-squares-103683
Flummeries,3.5,['brandy' 'lemon' 'raspberry'],100,2,/recipes/food/views/flummeries-103205
Four-Berry Shortcakes with Crème Fraîche Sorbet,3.75,['blackberry' 'blueberry' 'lemon' 'raspberry' 'strawberry' 'vanilla'],80,4,/recipes/food/views/four-berry-shortcakes-with-creme-fraiche-sorbet-103652
Brown Sugar Buttercream,2.74,['lemon' 'vanilla'],76,37,/recipes/food/views/brown-sugar-buttercream-104580
Passover Spongecake with Apples,2.0,['apple' 'cinnamon' 'lemon'],50,4,/recipes/food/views/passover-spongecake-with-apples-103344
